id,filepath,sha256,bytes,label,kind,source,subclass,group_id,split,duration_s,sample_rate,channels,subtype,license
dat_b091edb46540,dataset/datasec/PT_DATASET_250314/Bells/Bells-016.wav,557b3e233dce88329c53bb09ead89e79f542aeb1acf5fdeec4d49e580c5f2ce6,2977648,negative,loud_event,datasec,Bells,datasec_Bells-016,train,33.7597,44100,1,PCM_16,CC BY 4.0
dat_c711c5a08f7d,dataset/datasec/PT_DATASET_250314/Bells/Bells-017.wav,15264e9f61fad25d8a80ce820ed429c559af15d19531ee2997cde5b5c08d6a60,2614860,negative,loud_event,datasec,Bells,datasec_Bells-017,train,29.6464,44100,1,PCM_16,CC BY 4.0
dat_689a6b25e35b,dataset/datasec/PT_DATASET_250314/Bells/Bells-018.wav,6db8cdca2091bb5b8803334ae4dfe5622eea02c28db4c1129cd163e4761ea65a,2717172,negative,loud_event,datasec,Bells,datasec_Bells-018,test,30.8064,44100,1,PCM_16,CC BY 4.0
dat_efe1f35a2729,dataset/datasec/PT_DATASET_250314/Bells/Bells-019.wav,0df15e2ab0b67e259e38744168f63aff5d57f75e968d33a28dbdf4d4210dcf4b,2995780,negative,loud_event,datasec,Bells,datasec_Bells-019,train,33.9653,44100,1,PCM_16,CC BY 4.0
dat_1a5dcbc9eaae,dataset/datasec/PT_DATASET_250314/Bells/Bells-020.wav,836e9ace3e5f638ea4ca9aef62f7aad3f68c7e714f740b4e9bec4879115e1cba,2458862,negative,loud_event,datasec,Bells,datasec_Bells-020,val,27.8778,44100,1,PCM_16,CC BY 4.0
dat_f036ffa325ca,dataset/datasec/PT_DATASET_250314/Bells/Bells-021.wav,46c11f63f71dc3f535c2a890de23252c10fcd9604695d190729848f763345b82,5903528,negative,loud_event,datasec,Bells,datasec_Bells-021,test,66.9329,44100,1,PCM_16,CC BY 4.0
dat_ec480279f385,dataset/datasec/PT_DATASET_250314/Bells/Bells-022.wav,3414d977941f62ad81c1803fd1dcc5724f133f5fc5078d63fb6d37024921d75f,2489642,negative,loud_event,datasec,Bells,datasec_Bells-022,train,28.2267,44100,1,PCM_16,CC BY 4.0
dat_996ad3de0996,dataset/datasec/PT_DATASET_250314/Bells/Bells-023.wav,8334724abd2238fda0b521971c2ca7064f214187e59b68b77d56327d7bb6e965,2544818,negative,loud_event,datasec,Bells,datasec_Bells-023,train,28.8523,44100,1,PCM_16,CC BY 4.0
dat_316a8463b18f,dataset/datasec/PT_DATASET_250314/Bells/Bells-024.wav,0e4043ee1de6eeabc5c389389fcab425fea44068ebaab8d21931853b8a7863f6,1741202,negative,loud_event,datasec,Bells,datasec_Bells-024,train,19.741,44100,1,PCM_16,CC BY 4.0
dat_52601dbe75b5,dataset/datasec/PT_DATASET_250314/Bells/Bells-025.wav,02b7481180673cc290066ae45fd2fd1712216a2a5ebb54892f90ed07ea0c9a5c,2020266,negative,loud_event,datasec,Bells,datasec_Bells-025,train,22.905,44100,1,PCM_16,CC BY 4.0
dat_36227e326ad7,dataset/datasec/PT_DATASET_250314/Bells/Bells-026.wav,ceaf1e52be57273fb447f46476bad8d32416d101c4ee0da8b9dd8b07093133cd,2829940,negative,loud_event,datasec,Bells,datasec_Bells-026,train,32.085,44100,1,PCM_16,CC BY 4.0
dat_380a27e3cff3,dataset/datasec/PT_DATASET_250314/Bells/Bells-027.wav,cd303bd032a47ffdcd6ba5b10d968c084c3b53f57749db3e892841a18b6a424d,2668456,negative,loud_event,datasec,Bells,datasec_Bells-027,test,30.2541,44100,1,PCM_16,CC BY 4.0
dat_bb572a5e811b,dataset/datasec/PT_DATASET_250314/Bells/Bells-028.wav,898d2147fc9a890a080644fec56e991caaff33054123a1b6819caabab09dcdbf,2610864,negative,loud_event,datasec,Bells,datasec_Bells-028,train,29.6011,44100,1,PCM_16,CC BY 4.0
dat_1dba6e9c664f,dataset/datasec/PT_DATASET_250314/Bells/Bells-029.wav,71a3b1871b9e31d47714d6e339854623bba13383a0c29d3df6b6526fa17d132b,2736548,negative,loud_event,datasec,Bells,datasec_Bells-029,val,31.0261,44100,1,PCM_16,CC BY 4.0
dat_2a9f0a9897be,dataset/datasec/PT_DATASET_250314/Bells/Bells-030.wav,2330c60347eae19b62560e53f5b8541b99549f7d939ba967ecdc752032ad7aba,2586696,negative,loud_event,datasec,Bells,datasec_Bells-030,train,29.3271,44100,1,PCM_16,CC BY 4.0
dat_fd82af168847,dataset/datasec/PT_DATASET_250314/Bells/Bells-031.wav,48d07adfd97ea45e42edeeafe7ba1700b8b6ab1ea65b63e8e474a531d71c50e3,2784352,negative,loud_event,datasec,Bells,datasec_Bells-031,test,31.5681,44100,1,PCM_16,CC BY 4.0
dat_d1d0966f7674,dataset/datasec/PT_DATASET_250314/Bells/Bells-032.wav,07ef6e9d217433d5f51a22e2576dc946a2d544e81a02d0df0499bc0ca2b1a09c,6444106,negative,loud_event,datasec,Bells,datasec_Bells-032,train,73.0619,44100,1,PCM_16,CC BY 4.0
dat_ef221f34c060,dataset/datasec/PT_DATASET_250314/Bells/Bells-033.wav,cdd8df4fff4ab28db494daff378c94951030af6fdfcef0486bc4bfb8a3eda3b9,3078674,negative,loud_event,datasec,Bells,datasec_Bells-033,train,34.9051,44100,1,PCM_16,CC BY 4.0
dat_24d4557deda3,dataset/datasec/PT_DATASET_250314/Bells/Bells-034.wav,38c693365675021768c1c514b499af347155d5ec5b42dc176b505b36afdf2895,2520280,negative,loud_event,datasec,Bells,datasec_Bells-034,val,28.5741,44100,1,PCM_16,CC BY 4.0
dat_737119022093,dataset/datasec/PT_DATASET_250314/Bells/Bells-035.wav,8fbaccae2b830bbce2f5e2b9d46b98467095ae840783e994f14fa4845fc0fd29,2550650,negative,loud_event,datasec,Bells,datasec_Bells-035,train,28.9184,44100,1,PCM_16,CC BY 4.0
dat_581f8c11195f,dataset/datasec/PT_DATASET_250314/Bells/Bells-036.wav,93c57426fd9904f0f6813a24595038ee1bc3dd321301d3cc7c0ef7f3091caab6,3532404,negative,loud_event,datasec,Bells,datasec_Bells-036,train,40.0494,44100,1,PCM_16,CC BY 4.0
dat_c4ce6e710579,dataset/datasec/PT_DATASET_250314/Bells/Bells-037.wav,b3707164298d850c7e3a5b27750b91b56f9ff5d01441400899c00d6bf09e4ff0,2954634,negative,loud_event,datasec,Bells,datasec_Bells-037,val,33.4988,44100,1,PCM_16,CC BY 4.0
dat_45af708db726,dataset/datasec/PT_DATASET_250314/Bells/Bells-038.wav,f66d48eaae5d148e495b6fdcb828f270b7f819fdfc8b30ac3d3b1cc7cdd745e3,3290940,negative,loud_event,datasec,Bells,datasec_Bells-038,train,37.3117,44100,1,PCM_16,CC BY 4.0
dat_42f61ae93cb3,dataset/datasec/PT_DATASET_250314/Bells/Bells-039.wav,c421e2c84ad7f08ee2688c17e75db6d764ee366b63ed34f0c8b7e4b7ab3a303e,2686210,negative,loud_event,datasec,Bells,datasec_Bells-039,test,30.4554,44100,1,PCM_16,CC BY 4.0
dat_a3a1b67b3ab5,dataset/datasec/PT_DATASET_250314/Bells/Bells-040.wav,9cda7d6efdcda2bc3ce83852bd405d796f9abe5f73b40b248fba2c140b967adc,2657458,negative,loud_event,datasec,Bells,datasec_Bells-040,train,30.1294,44100,1,PCM_16,CC BY 4.0
dat_5c5176dc8c8f,dataset/datasec/PT_DATASET_250314/Bells/Bells-041.wav,acae80b78e5d3c39c46611727be9576e221adca4d7614f9d947acaa47ffe8631,3238168,negative,loud_event,datasec,Bells,datasec_Bells-041,val,36.7134,44100,1,PCM_16,CC BY 4.0
dat_601d3587ebdf,dataset/datasec/PT_DATASET_250314/Bells/Bells-042.wav,29cb99bb1e4e069592cc6f53e4f51ad420cfaccf304db3a768ab6a059f8ad54e,2684720,negative,loud_event,datasec,Bells,datasec_Bells-042,train,30.4385,44100,1,PCM_16,CC BY 4.0
dat_6b988b77aaf5,dataset/datasec/PT_DATASET_250314/Bells/Bells-043.wav,b19676ca346eef19157b1b0cbc818cf42d8c408e1f9dc15c6605c239f8393e7b,2125564,negative,loud_event,datasec,Bells,datasec_Bells-043,train,24.0989,44100,1,PCM_16,CC BY 4.0
dat_a1285cfe07b7,dataset/datasec/PT_DATASET_250314/Bells/Bells-044.wav,ac3824484fca4479b78d699571b2c5aba668c21e5d3db71c7dde44cc3995cdc0,2603398,negative,loud_event,datasec,Bells,datasec_Bells-044,test,29.5165,44100,1,PCM_16,CC BY 4.0
dat_44a45151c3f5,dataset/datasec/PT_DATASET_250314/Bells/Bells-045.wav,85786b2e53a2f29863f051a389ff4d4a49b19d24ec16e2c6d13263d233126afb,2274500,negative,loud_event,datasec,Bells,datasec_Bells-045,train,25.7875,44100,1,PCM_16,CC BY 4.0
dat_59d6c99ffe86,dataset/datasec/PT_DATASET_250314/Bells/Bells-046.wav,ee8bda89980bf1cbbd80234024cf08189b995de5dce4368ad86a47dd18be16d0,987864,negative,loud_event,datasec,Bells,datasec_Bells-046,train,11.1998,44100,1,PCM_16,CC BY 4.0
dat_11d1e8e1a1eb,dataset/datasec/PT_DATASET_250314/Bells/Bells-047.wav,a8e01fa75090020d3d6f7b0ab90e33724027e7050f4dafd09bfeec5d529db719,2970188,negative,loud_event,datasec,Bells,datasec_Bells-047,train,33.6751,44100,1,PCM_16,CC BY 4.0
dat_725ee8ab0c9c,dataset/datasec/PT_DATASET_250314/Bells/Bells-048.wav,9d0861f1279d4a5ade14590b3df53115cff891dca50db44304c659fea7389505,2451110,negative,loud_event,datasec,Bells,datasec_Bells-048,train,27.7899,44100,1,PCM_16,CC BY 4.0
dat_a9beb0df346b,dataset/datasec/PT_DATASET_250314/Bells/Bells-049.wav,ae3d336b474c5e32f94c1dd19c2ba70f91258262829e7e32e480f328aa918692,1695958,negative,loud_event,datasec,Bells,datasec_Bells-049,val,19.228,44100,1,PCM_16,CC BY 4.0
dat_06d63117d984,dataset/datasec/PT_DATASET_250314/Bells/Bells-050.wav,64b862e452db7c8f7dcb4666f0b617ef4ed329cb3566e3372d310149a144c154,2762116,negative,loud_event,datasec,Bells,datasec_Bells-050,train,31.316,44100,1,PCM_16,CC BY 4.0
dat_23ca3b6aab4f,dataset/datasec/PT_DATASET_250314/Bells/Bells-051.wav,960886afd28f338c5d900042e9368a3a7e2b197cf5868df5bd791a4363c5b4b8,293614,negative,loud_event,datasec,Bells,datasec_Bells-051,train,3.3285,44100,1,PCM_16,CC BY 4.0
dat_03bb8cbd7cb8,dataset/datasec/PT_DATASET_250314/Bells/Bells-052.wav,82734bd85f55fa92f9917da0f455fb1f4bef24b99df239719f29d3952537fc62,1923072,negative,loud_event,datasec,Bells,datasec_Bells-052,train,21.803,44100,1,PCM_16,CC BY 4.0
dat_9a4d142e1886,dataset/datasec/PT_DATASET_250314/Bells/Bells-053.wav,5a9a0885790d5e845c855b176ac510aa8b4ea9835832636b0e769ef5c2432478,1613330,negative,loud_event,datasec,Bells,datasec_Bells-053,test,18.2912,44100,1,PCM_16,CC BY 4.0
dat_0fb0ca24b978,dataset/datasec/PT_DATASET_250314/Bells/Bells-054.wav,c9d7a620879a1eb4271686d5ebb10791290049622d5d83fc1a152ae55738bdf0,636848,negative,loud_event,datasec,Bells,datasec_Bells-054,train,7.22,44100,1,PCM_16,CC BY 4.0
dat_55ccbacaf04b,dataset/datasec/PT_DATASET_250314/Bells/Bells-055.wav,eb273429db8900f868b736602342a27893d0f34de87d2cae352905dbd8cfe470,274324,negative,loud_event,datasec,Bells,datasec_Bells-055,train,3.1098,44100,1,PCM_16,CC BY 4.0
dat_6ebc9efb6894,dataset/datasec/PT_DATASET_250314/Bells/Bells-056.wav,79dfb0b08f6190590f8cbe942375746ff5a77bb983c54d0c4149d4cddd714f1e,1716368,negative,loud_event,datasec,Bells,datasec_Bells-056,train,19.4595,44100,1,PCM_16,CC BY 4.0
dat_06ac1cbbb523,dataset/datasec/PT_DATASET_250314/Bells/Bells-057.wav,4989af9ff206061e62c744c2269063405c3f9bcf2e4bd22f2b9419ba0ceecd1a,546798,negative,loud_event,datasec,Bells,datasec_Bells-057,val,6.199,44100,1,PCM_16,CC BY 4.0
dat_176bf929d85f,dataset/datasec/PT_DATASET_250314/Bells/Bells-058.wav,56e3a653f5d0d69878854a04dc646cbc529903fe3ca9a1f1a40e5807735c1e3c,669776,negative,loud_event,datasec,Bells,datasec_Bells-058,train,7.5933,44100,1,PCM_16,CC BY 4.0
dat_a052e539deb9,dataset/datasec/PT_DATASET_250314/Bells/Bells-059.wav,dbc025c2f4af8ad4ad7eef72f16fb6056d9aa451e216726943bcd714d6a196f0,239314,negative,loud_event,datasec,Bells,datasec_Bells-059,train,2.7128,44100,1,PCM_16,CC BY 4.0
dat_e94983e38238,dataset/datasec/PT_DATASET_250314/Bells/Bells-060.wav,af7ed61b6aaa27d56659dc1a123e21f145ea35228f21d7cd735f788521862de7,461814,negative,loud_event,datasec,Bells,datasec_Bells-060,train,5.2355,44100,1,PCM_16,CC BY 4.0
dat_67fb266cf587,dataset/datasec/PT_DATASET_250314/Bells/Bells-061.wav,9e8b2cb9d73782d31e90f3775ee5db55b38d57743bf06a4cc561a4ef501d77d0,339800,negative,loud_event,datasec,Bells,datasec_Bells-061,train,3.8521,44100,1,PCM_16,CC BY 4.0
dat_344340b9025e,dataset/datasec/PT_DATASET_250314/Bells/Bells-062.wav,0c41a444bba5c23f76c3f368f39d6b52f037bd5aba79e9559a0a3bd66724411b,457052,negative,loud_event,datasec,Bells,datasec_Bells-062,train,5.1815,44100,1,PCM_16,CC BY 4.0
dat_724ccb950c5d,dataset/datasec/PT_DATASET_250314/Bells/Bells-063.wav,b49aee3b824251f43c28ce4735f1de5d8217e1ae02de9ca9e1eccb2e41de5faf,306290,negative,loud_event,datasec,Bells,datasec_Bells-063,val,3.4722,44100,1,PCM_16,CC BY 4.0
dat_23f20e9f1be5,dataset/datasec/PT_DATASET_250314/Bells/Bells-064.wav,b0c2241d93fc7462100d9c8653fa33741da76fcd5b35cb7178f82a240d2bd8e7,263232,negative,loud_event,datasec,Bells,datasec_Bells-064,train,2.984,44100,1,PCM_16,CC BY 4.0
dat_bdb4bc368bc3,dataset/datasec/PT_DATASET_250314/Bells/Bells-065.wav,2e77e3690b773dc8d4f99132bd8d0ffe6f0375dab0aebd79dde984d22a5ef041,5356590,negative,loud_event,datasec,Bells,datasec_Bells-065,train,60.7318,44100,1,PCM_16,CC BY 4.0
dat_20271a8b4274,dataset/datasec/PT_DATASET_250314/Bells/Bells-066.wav,74ed86cf2ab8a4a62e0ca8a1c30f103d7b0470e67b93a70eec3b2793557236c4,327292,negative,loud_event,datasec,Bells,datasec_Bells-066,val,3.7103,44100,1,PCM_16,CC BY 4.0
dat_ce54ce151caa,dataset/datasec/PT_DATASET_250314/Bells/Bells-067.wav,085e6a74d8361617b213f61662579aa50421fd8d4aafafc50064b2ea0d6ba76b,4547584,negative,loud_event,datasec,Bells,datasec_Bells-067,train,51.5594,44100,1,PCM_16,CC BY 4.0
dat_db49dd8168b7,dataset/datasec/PT_DATASET_250314/Birds/Birds-001.wav,3641b914303dca50d01c2ab5aceaaf918ce977028f4ee752c22beb64d09eeec3,441044,negative,animal,datasec,Birds,dup_d7ab9fb873,train,5.0,44100,1,PCM_16,CC BY 4.0
dat_65d2db460fdd,dataset/datasec/PT_DATASET_250314/Birds/Birds-002.wav,fcb9f579a65a189a2b0e35a38c6711eaad931aa208c8c43de0bf3ba15cf8380f,441044,negative,animal,datasec,Birds,dup_0abe74c9fc,train,5.0,44100,1,PCM_16,CC BY 4.0
dat_bca2a8419a06,dataset/datasec/PT_DATASET_250314/Birds/Birds-003.wav,bda988c22f4b928012abe6d4231b4244700dc615b6d43f439476cda3d7f8a5d8,441044,negative,animal,datasec,Birds,dup_a10471511f,train,5.0,44100,1,PCM_16,CC BY 4.0
dat_288a339f5ffe,dataset/datasec/PT_DATASET_250314/Birds/Birds-004.wav,11a88042910fe9f0c473ae7cc6d3dfbd53b8f2d514b01df92a4e7271ea689f41,195344,negative,animal,datasec,Birds,datasec_Birds-004,train,2.2143,44100,1,PCM_16,CC BY 4.0
dat_dc7c952898bd,dataset/datasec/PT_DATASET_250314/Birds/Birds-005.wav,86ee46f8d022bc8083828f9aacfbcd21602a35002e59740385341268a8df0ddc,441044,negative,animal,datasec,Birds,dup_aa25de9e5c,val,5.0,44100,1,PCM_16,CC BY 4.0
dat_d8691b3a2acd,dataset/datasec/PT_DATASET_250314/Birds/Birds-006.wav,86620fddba2ad91ec91181fa049a4e54ab02b667d426f7b4865ae53a3d7f0e45,441044,negative,animal,datasec,Birds,dup_aa25de9e5c,val,5.0,44100,1,PCM_16,CC BY 4.0
dat_fdd5f137ac8f,dataset/datasec/PT_DATASET_250314/Birds/Birds-007.wav,420321b1c82745d01a24ad21acb71fc611a12eec5dea6df9904c80cee3843a29,1164024,negative,animal,datasec,Birds,datasec_Birds-007,train,13.1971,44100,1,PCM_16,CC BY 4.0
dat_ef7318a50e95,dataset/datasec/PT_DATASET_250314/Birds/Birds-008.wav,e8ae4ed6faea0630e7c7f555a73c9dda5e67e37f108b26f8e15d4275dfd53d0c,441044,negative,animal,datasec,Birds,dup_3b2deca065,train,5.0,44100,1,PCM_16,CC BY 4.0
dat_b3f32088f6f9,dataset/datasec/PT_DATASET_250314/Birds/Birds-009.wav,ead460e02a3365ef0a2f261dae42c322a7860bd18c074abcb45333ba02c64f0f,394928,negative,animal,datasec,Birds,datasec_Birds-009,train,4.4771,44100,1,PCM_16,CC BY 4.0
dat_5dabe9a7ccbb,dataset/datasec/PT_DATASET_250314/Birds/Birds-010.wav,a0d7dc0e4d408b47be30fc0da4ff4b1f88fd917dcd978dbb48489e5a730a1c5a,441044,negative,animal,datasec,Birds,dup_d23cac367d,test,5.0,44100,1,PCM_16,CC BY 4.0
dat_e09e1e245cc0,dataset/datasec/PT_DATASET_250314/Birds/Birds-011.wav,0b2fa30fd7c1a50c7b02f1865d6417d786d4fea910a14a65de7770a9be2aa57e,441044,negative,animal,datasec,Birds,dup_d23cac367d,test,5.0,44100,1,PCM_16,CC BY 4.0
dat_4dcc23cce0dc,dataset/datasec/PT_DATASET_250314/Birds/Birds-012.wav,49a79fa3b76bdf17e00b0da2f43289b25f0345e989994d15d78bcd8501cda4e1,441044,negative,animal,datasec,Birds,dup_d23cac367d,test,5.0,44100,1,PCM_16,CC BY 4.0
dat_d9b10adcf764,dataset/datasec/PT_DATASET_250314/Birds/Birds-013.wav,eeebe0a9691df18ecd996c15db19e6966de0c79965e37e2790b2fbfbfe48b648,912386,negative,animal,datasec,Birds,datasec_Birds-013,test,10.344,44100,1,PCM_16,CC BY 4.0
dat_7c6b55f4181a,dataset/datasec/PT_DATASET_250314/Birds/Birds-014.wav,962fc83526ff70ac2392023ad032ae0f2f898d609775b438f22a4e3b639cbe7d,441044,negative,animal,datasec,Birds,dup_1b72d2be4a,train,5.0,44100,1,PCM_16,CC BY 4.0
dat_94767b1c3057,dataset/datasec/PT_DATASET_250314/Birds/Birds-015.wav,001ac631fb996c35e511a732e758e82c123e5a353a547acb05f81e7223c1540e,441044,negative,animal,datasec,Birds,dup_432091519c,train,5.0,44100,1,PCM_16,CC BY 4.0
dat_0e535f17ec38,dataset/datasec/PT_DATASET_250314/Birds/Birds-016.wav,72ba6bac187597092a075357be3de44afb1a27761fb6a1e4cbfa088e2e268f2a,441044,negative,animal,datasec,Birds,dup_4c0522e9a6,val,5.0,44100,1,PCM_16,CC BY 4.0
dat_55f921f19777,dataset/datasec/PT_DATASET_250314/Birds/Birds-017.wav,f806bf97ee343fdec1eb56fa9347e3ea9a48143282f4b2f8753beb2717ad69ae,441044,negative,animal,datasec,Birds,dup_4d697c5f14,test,5.0,44100,1,PCM_16,CC BY 4.0
dat_83ed4f6b29ca,dataset/datasec/PT_DATASET_250314/Birds/Birds-018.wav,84dcba1ac7493f9b72a7507d92a81b5e8ef680f7f685ba2b7652b0286cefb496,441044,negative,animal,datasec,Birds,dup_ba73540ffa,train,5.0,44100,1,PCM_16,CC BY 4.0
dat_7136e534daee,dataset/datasec/PT_DATASET_250314/Birds/Birds-019.wav,4b12f5ad0034beaac805ebeab9f1fe24e5ca94283deddadf18559481c19b638f,441044,negative,animal,datasec,Birds,dup_ba73540ffa,train,5.0,44100,1,PCM_16,CC BY 4.0
dat_3509643caffb,dataset/datasec/PT_DATASET_250314/Birds/Birds-020.wav,a265b0a1837dafca4b51075a345937246c4e2be2105bb9b7bebac6c07a4f3e4c,191060,negative,animal,datasec,Birds,datasec_Birds-020,train,2.1657,44100,1,PCM_16,CC BY 4.0
dat_2cbed3fa9500,dataset/datasec/PT_DATASET_250314/Birds/Birds-021.wav,f02f9df3eef665df08a9b98c7b1065cf414879667107546b7761e4b1e275e74c,757332,negative,animal,datasec,Birds,datasec_Birds-021,val,8.586,44100,1,PCM_16,CC BY 4.0
dat_055e55548129,dataset/datasec/PT_DATASET_250314/Birds/Birds-022.wav,ef33b8d6b27edaa180f5c79529d6db49a0e6962facb657abe5b1c4ef35e43097,174176,negative,animal,datasec,Birds,datasec_Birds-022,train,1.9743,44100,1,PCM_16,CC BY 4.0
dat_f707a5aa43ec,dataset/datasec/PT_DATASET_250314/Birds/Birds-023.wav,52c5438cae136323dfa5fd765144c39be8b1a7f59d57a8c8e05be7de66891c7e,264140,negative,animal,datasec,Birds,datasec_Birds-023,test,2.9943,44100,1,PCM_16,CC BY 4.0
dat_556edcb6c584,dataset/datasec/PT_DATASET_250314/Birds/Birds-024.wav,c993100465e6db9482ce2da4e69420931bb2902cf5809162aec274411813bc6c,441044,negative,animal,datasec,Birds,dup_e93f546187,test,5.0,44100,1,PCM_16,CC BY 4.0
dat_b663c77ac884,dataset/datasec/PT_DATASET_250314/Birds/Birds-025.wav,03884ce6ca8ef10ced57c11be0066dc190a6349ab403c213b4c7276a254c461a,441044,negative,animal,datasec,Birds,dup_858d1d1577,train,5.0,44100,1,PCM_16,CC BY 4.0
dat_f8265bf3cdb1,dataset/datasec/PT_DATASET_250314/Birds/Birds-026.wav,4bdf0f2e55640ac80a67cde3d28b618dd8b9cc4ac46f044e11ddfad3caff4078,441044,negative,animal,datasec,Birds,dup_858d1d1577,train,5.0,44100,1,PCM_16,CC BY 4.0
dat_52ffe88680a6,dataset/datasec/PT_DATASET_250314/Birds/Birds-027.wav,96a892c31d259bd757423400e087c7d053884b42df7c0879a5bc09dfdee6ad55,441044,negative,animal,datasec,Birds,dup_5b7791b6fe,train,5.0,44100,1,PCM_16,CC BY 4.0
dat_8a55a026ca85,dataset/datasec/PT_DATASET_250314/Birds/Birds-028.wav,1eabad37d03dd47bba20a964479951887d38d96aa83bfca83626216eba8f8d39,441044,negative,animal,datasec,Birds,dup_8e57d9e216,train,5.0,44100,1,PCM_16,CC BY 4.0
dat_f9ab7df45cac,dataset/datasec/PT_DATASET_250314/Birds/Birds-029.wav,36f76b6e7b928388339f5c620c93999f8b80f1198fbbf8d2a9d032e380038413,441044,negative,animal,datasec,Birds,dup_59b6e89fa4,test,5.0,44100,1,PCM_16,CC BY 4.0
dat_d5994a5a3cb3,dataset/datasec/PT_DATASET_250314/Birds/Birds-030.wav,13ddbe0bab4b9b5339e11d90425bd8d145218acd24b45201ad503e914742a872,1281260,negative,animal,datasec,Birds,datasec_Birds-030,val,14.5263,44100,1,PCM_16,CC BY 4.0
